pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,pl_radj,pl_orbper
Kepler-358,0.0,0.0,0.0,0.21,0,1136.1,2,0.243,34.060467
Kepler-358,0.0,0.0,0.0,0.381,0,1136.1,2,0.254,83.488369
Kepler-359,0.0,0.0,0.0,0.178,0,1502.22,3,0.315,25.563222
Kepler-359,0.0,0.0,0.0,0.307,0,1502.22,3,0.384,57.68802
Kepler-359,0.0,0.0,0.0,0.372,0,1502.22,3,0.358,77.095691
Kepler-360,0.0,0.0,0.0,0.044,0,898.61,2,0.147,3.289672
Kepler-360,0.0,0.0,0.0,0.075,0,898.61,2,0.187,7.186434
TOI-216,0.132,0.87,0.09439,0.1293,0,178.84,2,0.686,17.089
TOI-216,0.029,0.87,0.62927,0.2069,0,178.84,2,1.007,34.556
KELT-23 A,0.0,0.94,0.938,0.03302,G2 V,125.42,1,1.323,2.255251
KOI-12,0.65,1.5,22.0,4.2,0,403.99,2,0.0,2500.0
Qatar-6,0.0,0.82,0.668,0.0423,K2 V,101.14,1,1.062,3.506195
TOI-1130,0.22,0.68,0.0,0.04394,K7,58.36,2,0.326,4.066499
TOI-1130,0.047,0.68,0.974,0.07098,K7,58.36,2,1.5,8.350381
HD 158259,0.0,1.08,0.00698,0.0,G0,27.07,5,0.0,2.178
HD 158259,0.0,1.08,0.01762,0.0,G0,27.07,5,0.0,3.432
HD 158259,0.0,1.08,0.01702,0.0,G0,27.07,5,0.0,5.1980814
HD 158259,0.0,1.08,0.01913,0.0,G0,27.07,5,0.0,7.951
HD 158259,0.0,1.08,0.01932,0.0,G0,27.07,5,0.0,12.028
KOI-142,0.41,0.99,3.05046,0.0,G6 V,339.0,3,0.0,1403.0
LTT 3780,0.0,0.4,0.00824,0.01211,M4 V,21.98,2,0.119,0.768448
LTT 3780,0.06,0.4,0.02706,0.07673,M4 V,21.98,2,0.205,12.2519
TOI-1235,0.15,0.64,0.02174,0.03845,0,39.63,1,0.155,3.444729
K2-315,0.0,0.17,0.0,0.0,M(3.5+/-0.5) V,56.8,1,0.085,3.1443189
HATS-37 A,0.0,0.84,0.099,0.04913,0,211.1,1,0.606,4.3315366
K2-181,0.0,0.99,0.0,0.0706,0,364.82,1,0.253,6.894256
K2-182,0.0,0.88,0.0,0.0529,0,155.9,1,0.246,4.736837
K2-183,0.0,0.93,0.0,0.0,0,331.77,3,0.232,0.469269
K2-183,0.0,0.93,0.0,0.0932,0,331.77,3,0.256,10.792635
K2-183,0.0,0.93,0.0,0.1527,0,331.77,3,0.255,22.631964
K2-184,0.0,0.86,0.0,0.1229,0,75.79,1,0.138,16.995731
K2-185,0.0,0.98,0.0,0.0,0,270.41,1,0.117,10.616646
K2-186,0.0,1.02,0.0,0.0,0,333.84,1,0.283,41.474219
K2-187,0.0,0.98,0.0,0.0164,0,333.51,4,0.116,0.77392
K2-187,0.0,0.98,0.0,0.0392,0,333.51,4,0.161,2.872042
K2-187,0.0,0.98,0.0,0.072,0,333.51,4,0.283,7.14921
K2-187,0.0,0.98,0.0,0.1106,0,333.51,4,0.212,13.609878
K2-188,0.0,1.06,0.0,0.0785,0,452.9,2,0.252,7.810253
K2-188,0.0,1.06,0.0,0.0289,0,452.9,2,0.12,1.742169
K2-189,0.0,0.94,0.0,0.068,0,243.93,2,0.223,6.679195
K2-189,0.0,0.94,0.0,0.0361,0,243.93,2,0.136,2.588309
K2-190,0.0,0.9,0.0,0.0,0,161.42,2,0.121,10.098858
K2-190,0.0,0.9,0.0,0.0,0,161.42,2,0.098,21.574023
K2-191,0.0,0.9,0.0,0.0,0,289.57,1,0.141,2.858646
K2-192,0.0,0.9,0.0,0.049,0,223.99,1,0.136,4.162817
KMT-2017-BLG-1038L,0.0,0.37,2.0,1.8,0,6000.0,1,0.0,0.0
KMT-2017-BLG-1146L,0.0,0.33,0.71,1.6,0,6500.0,1,0.0,0.0
Qatar-7,0.0,1.41,1.88,0.0352,F4 V,725.0,1,1.7,2.032046
K2-286,0.0,0.64,0.0,0.1768,M0 V,76.32,1,0.187,27.359
K2-288 B,0.0,0.33,0.0,0.164,M3 V,65.72,1,0.17,31.393463
EPIC 201238110,0.0,0.41,0.0,0.0,0,159.98,1,0.167,28.1656
EPIC 201497682,0.0,0.78,0.0,0.0,0,254.88,1,0.062,2.13174
K2-166,0.0,1.07,0.0,0.0,0,481.0,2,0.109,3.80464
K2-16,0.0,0.67,0.0,0.0,K3 V,338.19,3,0.092,2.71578
K2-50,0.0,0.61,0.0,0.0,0,259.33,2,0.089,3.96151
EPIC 201841433,0.0,0.8,0.0,0.035,0,441.94,1,0.093,4.1698
K2-168,0.0,0.88,0.0,0.0,0,245.56,2,0.117,8.050722
EPIC 206024342,0.0,0.93,0.0,0.0,0,373.81,1,0.152,4.50756
EPIC 206032309,0.0,0.22,0.0,0.0,0,162.09,1,0.09,2.87814
EPIC 206042996,0.0,0.56,0.0,0.0,0,457.27,1,0.145,5.29711
EPIC 206215704,0.0,0.41,0.0,0.0,0,110.22,1,0.08,2.25372
EPIC 206317286,0.0,0.71,0.0,0.0,0,317.2,1,0.086,1.58252
EPIC 212297394,0.0,0.83,0.0,0.0,0,423.35,1,0.118,2.28943
EPIC 212424622,0.0,1.11,0.0,0.0,0,622.67,1,0.194,18.0983
EPIC 212499991,0.0,0.91,0.0,0.0,0,285.61,1,0.143,34.885
HATS-38,0.0,0.89,0.074,0.05036,0,347.7,1,0.614,4.375021
HATS-59,0.129,1.04,0.806,0.06112,0,654.88,2,1.126,5.416081
HATS-59,0.083,1.04,12.7,2.504,0,654.88,2,0.0,1422.0
HD 202696,0.011,1.91,1.996,1.566,K0 III-IV,189.56,2,0.0,517.8
HD 202696,0.028,1.91,1.864,2.342,K0 III-IV,189.56,2,0.0,946.6
Kepler-730,0.0,1.05,0.0,0.03997,0,2020.2,2,0.14,2.85188338
V1298 Tau,0.29,1.1,0.0,0.1688,K0,108.5,4,0.916,24.1396
Kepler-411,0.128,0.87,0.04782,0.279,K2 V,153.59,4,0.296,58.02035
Kepler-411,0.016,0.87,0.03398,0.186,K2 V,153.59,4,0.0,31.509728
DE CVn,0.0,0.51,12.0293,5.75,0,30.55,1,0.0,4098.1
DMPP-3 A,0.14,0.87,0.00812,0.0662,K0 V,48.9,1,0.0,6.6732
GJ 180,0.14,0.43,0.02379,0.309,M2 V,11.94,3,0.0,106.3
GJ 229,0.19,0.58,0.02287,0.339,M1/M2 V,5.76,2,0.0,121.995
GJ 433,0.07,0.48,0.01643,0.178,M1.5 V,9.07,3,0.0,36.059
GJ 3082,0.22,0.47,0.0258,0.079,M0.0,16.63,1,0.0,11.949
GJ 1252,0.0,0.38,0.00658,0.00916,M3,20.38,1,0.106,0.5182349
L 168-9,0.21,0.62,0.01447,0.02091,M1 V,25.17,1,0.124,1.4015
TOI-125,0.168,0.86,0.04279,0.137,K0 V,111.4,3,0.261,19.98
K2-193,0.0,1.01,0.0,0.1184,0,416.91,1,0.352,14.786889
K2-194,0.0,1.11,0.0,0.0,0,640.65,1,0.325,39.721386
K2-195,0.0,0.94,0.0,0.1208,0,317.83,2,0.279,15.852975
K2-195,0.0,0.94,0.0,0.0,0,317.83,2,0.23,28.482786
K2-196,0.0,1.16,0.0,0.0,0,594.09,1,0.321,48.324222
K2-197,0.0,1.0,0.0,0.0806,0,249.59,1,0.228,8.357881
K2-198,0.0,0.8,0.0,0.0,0,110.91,3,0.374,17.0428683
K2-199,0.0,0.73,0.0,0.0385,0,107.97,2,0.167,3.225338
K2-199,0.0,0.73,0.0,0.0668,0,107.97,2,0.248,7.374694
K2-200,0.0,0.86,0.0,0.0,0,185.09,1,0.122,2.849883
K2-201,0.0,0.96,0.0,0.0,0,199.05,2,0.125,1.05979
K2-201,0.0,0.96,0.0,0.0,0,199.05,2,0.293,22.779878
K2-202,0.0,0.97,0.0,0.0,0,302.99,1,0.205,3.405164
K2-203,0.0,0.79,0.0,0.0,0,166.93,1,0.122,9.695101
K2-204,0.0,1.01,0.0,0.0,0,586.87,1,0.272,7.055784
K2-205,0.0,0.95,0.0,0.0,0,409.95,1,0.178,26.672263
K2-206,0.0,0.79,0.0,0.0,0,246.14,1,0.249,18.294549
K2-207,0.0,0.94,0.0,0.0,0,366.84,1,0.232,12.48749
K2-208,0.0,0.93,0.0,0.0,0,258.76,1,0.15,4.190948
K2-209,0.0,0.74,0.0,0.0,0,76.67,1,0.077,2.080615
EPIC 212587672,0.0,0.95,0.0,0.0,0,322.88,1,0.1,15.2841
K2-282,0.0,0.94,0.0,0.0,0,502.28,2,0.132,0.70531
NGTS-6,0.0,0.77,1.339,0.01677,0,311.03,1,1.326,0.882059
K2-289,0.0,0.95,0.0,0.107,0,270.7,1,0.812,13.156969
HD 202772 A,0.038,1.72,1.017,0.05208,0,147.2,1,1.545,3.308958
HD 126525,0.035,0.9,0.237,1.837,G5 V,37.69,1,0.0,960.41
DS Tuc A,0.0,1.01,0.0,0.0,G6 V,44.12,1,0.509,8.138268
OGLE-2018-BLG-0596L,0.0,0.23,0.04383,0.97,0,5650.0,1,0.0,0.0
Kepler-82,0.0014,0.91,0.06576,0.3395,0,927.97,5,0.0,75.732
WASP-180 A,0.0,1.3,0.9,0.048,F7 V,255.8,1,1.24,3.409264
NGTS-5,0.0,0.66,0.229,0.0382,K2 V,309.5,1,1.136,3.3569866
HD 210193,0.24,1.04,0.4817,1.487,G3 V,42.25,1,0.0,649.918
HD 211970,0.15,0.61,0.0409,0.143,K7 V,13.0,1,0.0,25.201
HD 39855,0.14,0.87,0.02674,0.041,G8 V,23.28,1,0.0,3.2498
HIP 35173,0.16,0.79,0.03996,0.217,K2 V,33.19,1,0.0,41.516
HD 102843,0.11,0.95,0.35837,4.074,K0 V,62.87,1,0.0,3090.942
HD 103949,0.19,0.77,0.03524,0.439,K3 V,26.52,1,0.0,120.878
HD 206255,0.23,1.42,0.1076,0.461,G5 IV/V,75.4,1,0.0,96.045
HD 21411,0.4,0.89,0.20734,0.362,G8 V,29.16,1,0.0,84.288
NGTS-10,0.0,0.7,2.162,0.0143,K5 V,324.7,1,1.205,0.7668944
LHS 3844,0.0,0.15,0.0,0.00622,M5,14.9,1,0.116,0.46292913
Gl 686,0.05,0.43,0.02084,0.091,M1,8.16,1,0.0,15.53
HD 221416,0.115,1.21,0.19,0.1228,K0 IV/V,95.08,1,0.836,14.2767
TOI-150,0.262,1.35,2.51,0.07037,F,336.0,1,1.255,5.857487
HD 81817,0.17,4.3,27.1,3.3,K3 III,268.97,1,0.0,1047.1
HATS-54,0.126,1.1,0.76,0.03763,0,769.0,1,1.067,2.5441828
HATS-55,0.092,1.2,0.921,0.05412,0,623.6,1,1.251,4.2042001
HATS-56,0.019,1.57,0.602,0.06043,0,577.1,1,1.688,4.324799
HATS-57,0.028,1.03,3.147,0.03493,0,280.0,1,1.139,2.350621
HATS-58 A,0.168,1.46,1.03,0.05798,0,492.0,1,1.095,4.2180896
OGLE-2016-BLG-1227L,0.0,0.1,0.79,3.4,0,0.0,1,0.0,0.0
Kepler-65,0.283,1.25,0.82,0.0,0,306.39,4,0.0,258.8
WASP-166,0.0,1.19,0.101,0.0641,F9 V,113.0,1,0.63,5.44354
Kepler-1649,0.0,0.2,0.0,0.0,0,92.43,2,0.095,19.53527
LHS 1140,0.31,0.18,0.00569,0.02675,M4.5 V,14.99,2,0.114,3.777931
CoRoT-21,0.0,1.29,2.26,0.0417,F8 IV,1398.83,1,1.3,2.72474
HD 13167,0.563,1.35,3.31,4.1,G3 V,149.57,1,0.0,2613.0
K2-210,0.0,0.91,0.0,0.0,0,177.39,1,0.073,0.570233
K2-211,0.0,0.88,0.0,0.0,0,274.39,1,0.123,0.669558
K2-212,0.0,0.67,0.0,0.0785,0,109.32,1,0.225,9.79551
K2-213,0.0,1.07,0.0,0.0,0,394.05,1,0.135,8.13087
K2-214,0.0,1.05,0.0,0.0834,0,303.28,1,0.217,8.596802
K2-215,0.0,1.0,0.0,0.0,0,408.67,1,0.189,8.269648
K2-216,0.0,0.7,0.02517,0.028,K5 V,115.84,1,0.156,2.1748
K2-217,0.0,1.1,0.0,0.0,0,386.01,1,0.319,14.074524
K2-218,0.0,1.05,0.0,0.0,0,398.41,1,0.229,8.679885
K2-219,0.0,1.02,0.0,0.0,0,328.42,3,0.12,3.901287
K2-107,0.0,1.3,0.0,0.0475,F9 IV,696.95,1,1.426,3.313959
WASP-53,0.03,0.84,2.132,0.04101,0,202.51,2,1.074,3.3098443
WASP-53,0.8369,0.84,16.35,3.73,0,202.51,2,0.0,2840.0
WASP-81,0.066,1.08,0.729,0.03908,0,402.96,1,1.429,2.7164762
TAP 26,0.0,1.04,1.66,0.0968,0,147.0,1,0.0,10.79
K2-108,0.0,1.17,0.0,0.0581,0,484.99,1,0.476,4.733999
KELT-16,0.0,1.21,2.75,0.02044,F7 V,450.28,1,1.415,0.9689951
TRAPPIST-1,0.085,0.08,0.00195,0.02817,0,12.43,7,0.082,6.099615
TRAPPIST-1,0.063,0.08,0.00214,0.0371,0,12.43,7,0.093,9.20669
HD 64114,0.12,0.95,0.056,0.246,G7 V,31.55,1,0.0,45.791
HD 8326,0.2,0.8,0.20955,0.533,K2 V,30.71,1,0.0,158.991
HIP 54373,0.2,0.57,0.02712,0.063,K5 V,18.73,2,0.0,7.76
HIP 54373,0.2,0.57,0.03914,0.099,K5 V,18.73,2,0.0,15.144
HD 24085,0.22,1.22,0.03713,0.034,G0 V,54.99,1,0.0,2.0455
HIP 71135,0.21,0.66,0.05915,0.335,M1,32.36,1,0.0,87.19
MASCARA-4,0.0,1.75,3.1,0.047,A7 V,171.54,1,1.53,2.82406
LHS 1815,0.0,0.5,0.02737,0.0404,M1,29.87,1,0.097,3.81433
MOA-2016-BLG-319L,0.0,0.15,0.62,0.95,0,6800.0,1,0.0,0.0
GJ 317,0.17,0.42,1.64396,5.23,M2.5 V,15.1,2,0.0,6739.323
HD 33142,0.05,1.41,5.97,0.0,K0 III,121.8,2,0.0,834.0
HD 95089,0.284,1.54,3.45,3.33,G8/K0 IV,137.46,2,0.0,1785.0
HD 99706,0.411,1.46,5.69,0.0,K0,147.21,2,0.0,1278.0
HD 102329,0.209,3.21,1.52,0.0,K0 III,218.42,2,0.0,1123.0
HD 116029,0.038,0.83,1.27,0.0,K0,123.68,2,0.0,907.0
HD 156279,0.231,0.95,8.6,0.0,G6,36.23,2,0.0,4191.0
HD 114783,0.0,0.85,0.611,0.0,K0,20.4,2,0.0,4319.0
CI Tau,0.25,0.9,11.6,0.0,K7,158.0,1,0.0,8.9891
HR 5183,0.84,1.07,3.23,18.0,G0 V,31.49,1,0.0,27000.0
HD 14787,0.155,1.43,1.121,1.7,G5,119.54,1,0.0,676.6
HD 18015,0.148,1.49,3.18,3.87,G6 IV,124.24,1,0.0,2278.0
HD 72490,0.124,1.21,1.768,1.88,G5,126.79,1,0.0,858.0
HD 94834,0.14,1.11,1.26,2.74,K0,98.43,1,0.0,1576.0
HD 180053,0.081,1.75,2.194,0.843,K0,137.59,1,0.0,213.72
HD 4917,0.066,1.32,1.615,1.167,K0 III/IV,205.45,1,0.0,400.5
EPIC 212737443,0.2,0.69,0.0,0.098,K3,347.45,2,0.231,13.603
EPIC 212737443,0.2,0.69,0.0,0.28,K3,347.45,2,0.24,65.55
KMT-2017-BLG-0165L,0.0,0.76,0.10698,3.45,0,4530.0,1,0.0,0.0
KOI-3680,0.496,1.01,1.93,0.534,0,946.59,1,0.99,141.241671
GJ 3779,0.07,0.27,0.02517,0.026,M4.0 V,13.75,1,0.0,3.0232
GJ 1265,0.04,0.18,0.02328,0.026,M4.5 V,10.26,1,0.0,3.6511
OGLE-2018-BLG-1700L,0.0,0.42,4.4,2.8,0,7600.0,1,0.0,0.0
KMT-2018-BLG-0029L,0.0,1.14,0.02388,4.27,0,3380.0,1,0.0,0.0
KMT-2018-BLG-1292L,0.0,1.09,4.42,6.03,0,3460.0,1,0.0,0.0
TYC 8998-760-1,0.0,1.0,14.0,162.0,K3 IV,94.6,2,0.0,0.0
HD 63433,0.0,0.99,0.0,0.0719,G5 V,22.42,2,0.192,7.10793
HD 63433,0.0,0.99,0.0,0.1458,G5 V,22.42,2,0.238,20.5453
KMT-2018-BLG-0748L,0.0,0.09,0.19,0.62,0,7300.0,1,0.0,0.0
TRAPPIST-1,0.061,0.08,0.00422,0.0451,0,12.43,7,0.101,12.35294
TRAPPIST-1,0.0,0.08,0.0,0.0,0,12.43,7,0.067,18.767
HATS-22,0.079,0.76,2.74,0.05025,K V,207.9,1,0.953,4.7228124
HATS-23,0.114,1.12,1.47,0.03397,G V,747.0,1,1.86,2.1605156
HATS-24,0.0,1.07,2.26,0.0238,F V,510.0,1,1.395,1.3484978
Kepler-20,0.15,0.95,0.0628,0.2055,0,284.88,6,0.0,34.94
NGC 2682 Sand 978,0.16,1.37,2.18,0.0,K4 III,842.01,1,0.0,511.21
GJ 3138,0.19,0.68,0.0056,0.0197,M0,28.49,3,0.0,1.22003
GJ 3138,0.11,0.68,0.01315,0.057,M0,28.49,3,0.0,5.974
GJ 3138,0.32,0.68,0.03304,0.698,M0,28.49,3,0.0,257.8
GJ 3323,0.23,0.16,0.00636,0.03282,M4,5.32,2,0.0,5.3636
GJ 3323,0.17,0.16,0.00727,0.1264,M4,5.32,2,0.0,40.54
GJ 273,0.1,0.29,0.00909,0.091101,M3.5,3.8,2,0.0,18.6498
GJ 273,0.17,0.29,0.00371,0.036467,M3.5,3.8,2,0.0,4.7234
GJ 3293,0.12,0.42,0.02391,0.19394,M2.5,20.2,4,0.0,48.1345
GJ 3293,0.21,0.42,0.01032,0.08208,M2.5,20.2,4,0.0,13.2543
Kepler-19,0.05,0.94,0.07079,0.0,0,219.95,3,0.0,62.95
Kepler-150,0.0,0.0,0.0,1.24,0,914.4,5,0.325,637.2093
LHS 1140,0.06,0.18,0.02196,0.0936,M4.5 V,14.99,2,0.154,24.736959
USco1621 A,0.0,0.36,16.0,2880.0,M2.5 V,138.0,1,0.0,0.0
USco1556 A,0.0,0.33,15.0,3500.0,M3.0 V,141.0,1,0.0,0.0
DMPP-1,0.083,1.21,0.07636,0.1462,F8 V,62.0,4,0.0,18.57
DMPP-1,0.057,1.21,0.0302,0.0733,F8 V,62.0,4,0.0,6.584
DMPP-1,0.07,1.21,0.01054,0.0422,F8 V,62.0,4,0.0,2.882
DMPP-1,0.07,1.21,0.01299,0.0651,F8 V,62.0,4,0.0,5.516
DMPP-2,0.078,1.44,0.437,0.0664,F5 V,134.0,1,0.0,5.2072
HD 80653,0.0,1.18,0.01762,0.0166,G2,109.86,1,0.144,0.719573
TOI-813,0.0,1.32,0.0,0.423,G0 IV,265.15,1,0.599,83.8911
EPIC 249893012,0.06,1.05,0.02753,0.047,G8 IV/V,324.22,3,0.174,3.5951
EPIC 249893012,0.07,1.05,0.04616,0.13,G8 IV/V,324.22,3,0.327,15.624
EPIC 249893012,0.15,1.05,0.03203,0.22,G8 IV/V,324.22,3,0.352,35.747
TYC 8998-760-1,0.0,1.0,6.0,320.0,K3 IV,94.6,2,1.1,0.0
GJ 685,0.0,0.55,0.02832,0.1344,M0.5,14.32,1,0.0,24.16
NGTS-4,0.0,0.75,0.06481,0.019,0,282.6,1,0.284,1.3373508
HD 180617,0.101,0.48,0.03843,0.343,M2.5 V,5.91,1,0.0,105.911
LSPM J2116+0234,0.183,0.43,0.04185,0.0876,M3.0 V,17.64,1,0.0,14.4399
NSVS 14256825,0.12,0.42,14.15,3.12,0,838.31,1,0.0,3225.0
HD 213885,0.0,1.07,0.02778,0.02012,G,47.97,2,0.156,1.008035
TOI-1266,0.09,0.45,0.04248,0.0736,M3,36.05,2,0.211,10.894843
TOI-1266,0.04,0.45,0.00692,0.1058,M3,36.05,2,0.139,18.80151
TOI-421,0.163,0.85,0.02256,0.056,G9 V,74.94,2,0.239,5.19672
TOI-421,0.152,0.85,0.05166,0.1189,G9 V,74.94,2,0.454,16.06819
NGTS-12,0.0,1.02,0.208,0.0757,G,452.0,1,1.048,7.532806
GJ 3473,0.0,0.36,0.00585,0.01589,M4,27.39,2,0.113,1.1980035
GJ 3473,0.0,0.36,0.02331,0.0876,M4,27.39,2,0.0,15.509
TOI-837,0.0,1.12,1.2,0.0,G0/F9 V,143.08,1,0.77,8.3248762
NGTS-13,0.086,1.3,4.84,0.0549,0,657.0,1,1.142,4.119027
HD 110113,0.093,1.0,0.01432,0.035,G,106.3,2,0.183,2.541
HD 110113,0.045,1.0,0.03304,0.068,G,106.3,2,0.0,6.744
TOI-178,0.0,0.65,0.00472,0.02607,K,62.81,6,0.103,1.914558
TOI-178,0.0,0.65,0.01501,0.037,K,62.81,6,0.149,3.23845
TOI-178,0.0,0.65,0.00947,0.0592,K,62.81,6,0.229,6.5577
TOI-178,0.0,0.65,0.01214,0.0783,K,62.81,6,0.197,9.961881
TOI-178,0.0,0.65,0.02429,0.1039,K,62.81,6,0.204,15.231915
TOI-178,0.0,0.65,0.0124,0.1275,K,62.81,6,0.256,20.7095
2MASS J01033563-5515561 A,0.0,0.19,13.0,84.0,M5.5/M6,47.2,1,0.0,0.0
HIP 67537,0.59,2.41,11.1,4.91,K1 III,112.6,1,0.0,2556.5
KELT-12,0.0,1.59,0.95,0.06708,0,360.0,1,1.78,5.031623
KELT-11,0.0007,1.44,0.171,0.0,G8/K0 IV,99.44,1,1.35,4.7361
HD 27894,0.015,0.8,0.162,0.198,K2 V,43.88,3,0.0,36.07
HD 27894,0.389,0.8,5.415,5.448,K2 V,43.88,3,0.0,5174.0
TYC 4282-00605-1,0.28,0.97,10.78,0.422,0,700.0,1,0.0,101.54
HIP 65426,0.0,1.96,9.0,92.0,A2 V,111.4,1,1.5,0.0
K2-131,0.0,0.84,0.0,0.0095,0,153.7,1,0.152,0.36931
GJ 1148,0.342,0.35,0.21414,0.912,M4,11.02,2,0.0,532.58
KELT-20,0.0,1.76,3.382,0.0542,A2 V,139.7,1,1.741,3.4741085
NGTS-1,0.016,0.62,0.812,0.0326,M0.5,224.0,1,1.33,2.647298
K2-136,0.1,0.74,0.0,0.0,K5.5,59.35,3,0.088,7.975292
K2-136,0.13,0.74,0.0,0.0,K5.5,59.35,3,0.26,17.307137
K2-136,0.14,0.74,0.0,0.0,K5.5,59.35,3,0.129,25.575065
K2-137,0.0,0.46,0.5,0.0058,M3 V,99.15,1,0.079,0.179715
Kepler-1652,0.0,0.4,0.0,0.1654,0,252.0,1,0.143,38.09722
Kepler-1653,0.0,0.72,0.0,0.4706,0,755.0,1,0.194,140.2524
Ross 128,0.116,0.17,0.0044,0.0496,M4,3.38,1,0.0,9.8658
K2-139,0.0,0.96,0.0,0.1796,K0 V,154.6,1,0.813,28.380619
HD 213885,0.0,1.07,0.06277,0.056798,G,47.97,2,0.0,4.78503
WASP-18,0.015,1.22,0.17368,0.035,F6 IV/V,123.92,2,0.0,2.1558
WASP-126,0.05,1.12,0.20199,0.0,G2,234.0,2,0.0,7.63
K2-63,0.0,1.4,0.0,0.189,0,524.41,2,0.348,25.4556
TOI-172,0.3806,1.13,5.42,0.0914,0,336.47,1,0.965,9.47725
KOI-1599,0.0114,1.02,0.02832,0.112293,0,1168.99,2,0.17,13.6088
KOI-1599,0.014,1.02,0.01447,0.14728,0,1168.99,2,0.17,20.4415
bet Pic,0.24,1.76,9.0,2.7,A5 V,19.75,2,0.0,1200.0
NGTS-8,0.01,0.89,0.93,0.035,K0 V,434.28,1,1.09,2.4997
NGTS-9,0.06,1.34,2.9,0.058,F8 V,619.74,1,1.07,4.43527
HD 220197,0.187,0.91,0.2,2.729,G5,64.53,1,0.0,1728.0
HD 233832,0.359,0.71,1.78,2.827,G0,58.84,1,0.0,2058.0
PSR B0329+54,0.236,1.44,0.0062,10.26,0,504.93,1,0.0,10140.0
MOA-2011-BLG-291L,0.0,0.15,0.05663,0.69,0,4400.0,1,0.0,0.0
PDS 70,0.19,0.0,3.0,20.0,K7,113.39,2,2.72,0.0
Kepler-160,0.0,0.0,0.31463,0.17,0,962.92,3,0.0,30.0
NGTS-11,0.13,0.86,0.344,0.201,K,191.46,1,0.817,35.45533
GJ 887,0.0,0.49,0.01321,0.068,M1 V,3.29,2,0.0,9.262
GJ 887,0.0,0.49,0.02391,0.12,M1 V,3.29,2,0.0,21.789
EPIC 201170410,0.0,0.29,0.0,0.0349,0,134.0,1,0.093,6.7987
EPIC 201757695,0.0,0.73,0.0,0.0296,0,577.6,1,0.081,2.0478
LP 714-47,0.04,0.59,0.09691,0.0417,M0.0 V,52.7,1,0.419,4.052037
TOI-942,0.0,0.79,2.6,0.04796,K2.5 V,152.76,2,0.429,4.32419
TOI-942,0.0,0.79,2.5,0.0847,K2.5 V,152.76,2,0.517,10.15643
WASP-107,0.28,0.68,0.36,0.0,K6,64.7,2,0.0,1088.0
TOI-251,0.0,1.04,1.0,0.05741,0,99.52,1,0.244,4.93777
WD 1856+534,0.0,0.52,13.8,0.0204,0,24.75,1,0.928,1.4079405
MOA-2013-BLG-220L,0.0,0.88,2.74,3.03,0,6720.0,1,0.0,0.0
LTT 9779,0.0,0.77,0.09225,0.01679,G7 V,80.62,1,0.421,0.792052
TOI-763,0.04,0.92,0.0308,0.06,G,95.39,2,0.203,5.6057
TOI-763,0.04,0.92,0.02932,0.1011,G,95.39,2,0.235,12.2737
TOI-824,0.0,0.71,0.0581,0.02177,K4 V,63.71,1,0.261,1.392978
KMT-2016-BLG-2364L,0.0,0.5,3.93,2.63,0,6440.0,1,0.0,0.0
KMT-2016-BLG-2397L,0.0,0.64,2.63,3.64,0,4880.0,1,0.0,0.0
OGLE-2017-BLG-0604L,0.0,0.7,0.51,4.06,0,3950.0,1,0.0,0.0
OGLE-2017-BLG-1375L,0.0,0.81,11.28,3.04,0,3930.0,1,0.0,0.0
TOI-481,0.153,1.14,1.53,0.097,G,180.29,1,0.99,10.33111
HD 176986,0.066,0.79,0.01806,0.06296,K2.5 V,27.81,2,0.0,6.4898
HD 176986,0.111,0.79,0.02888,0.11878,K2.5 V,27.81,2,0.0,16.8191
K2-140,0.0,1.0,0.0,0.0687,G5,341.6,1,1.093,6.56918
HD 147379,0.07,0.6,0.08983,0.323,M1,10.77,1,0.0,86.78
K2-138,0.048,0.94,0.00975,0.03385,G8 V,208.9,6,0.135,2.35309
K2-138,0.045,0.94,0.01985,0.04461,G8 V,208.9,6,0.205,3.56004
K2-138,0.043,0.94,0.02492,0.05893,G8 V,208.9,6,0.213,5.40479
K2-138,0.077,0.94,0.04081,0.0782,G8 V,208.9,6,0.302,8.26146
K2-138,0.062,0.94,0.00513,0.10447,G8 V,208.9,6,0.259,12.75758
K2-141,0.0,0.71,0.01598,0.0,K7 V,61.98,2,0.135,0.2803244
K2-141,0.0,0.71,0.02328,0.0,K7 V,61.98,2,0.624,7.7485
HD 238914,0.56,1.47,6.0,5.7,K7,527.24,1,0.0,4100.0
TYC 3318-01333-1,0.098,1.19,3.42,1.414,0,497.41,1,0.0,562.0
K2-156,0.0,0.66,0.0,0.0149,0,150.4,1,0.103,0.81314
K2-157,0.0,0.94,0.0,0.0,0,300.88,1,0.094,0.365257
K2-158,0.0,0.92,0.0,0.0887,0,198.2,2,0.236,10.06049
K2-159,0.0,0.9,0.0,0.1013,0,171.9,1,0.202,12.42205
K2-160,0.0,0.98,0.0,0.0,0,318.19,1,0.284,3.705871
K2-161,0.0,0.99,0.0,0.0,0,941.09,1,0.546,9.283188
TOI-849,0.0,0.93,0.12299,0.01598,G,224.9,1,0.307,0.76552414
HATS-60,0.191,1.1,0.662,0.04708,0,494.3,1,1.153,3.560829
HATS-61,0.092,1.08,3.4,0.07908,0,694.0,1,1.195,7.817953
