pl_hostname,pl_orbeccen,st_mass,pl_bmassj,pl_orbsmax,st_spstr,st_dist,pl_pnum,pl_radj,pl_orbper
Kepler-153,0.0,0.0,0.0,0.237,0,465.53,2,0.226,46.90232
Kepler-154,0.0,0.0,0.0,0.198,0,939.89,5,0.202,33.040532
Kepler-154,0.0,0.0,0.0,0.303,0,939.89,5,0.263,62.303276
Kepler-155,0.0,0.0,0.0,0.056,M0 V,295.99,2,0.186,5.931194
Kepler-155,0.0,0.0,0.0,0.242,M0 V,295.99,2,0.2,52.661793
Kepler-156,0.0,0.0,0.0,0.054,0,449.22,2,0.205,4.973456
HD 45364,0.0974,0.82,0.6579,0.8972,K0 V,34.39,2,0.0,342.85
HD 45350,0.778,1.02,1.79,1.92,G5 V,46.94,1,0.0,963.6
HD 45652,0.607,0.92,0.433,0.237,G8/K0,34.89,1,0.0,44.073
HD 46375,0.063,0.92,0.226,0.0398,K1 IV-V,29.58,1,0.0,3.023573
HD 47186,0.04,0.96,0.07,0.05,G5 V,37.5,2,0.0,4.0845
HD 47186,0.249,0.96,0.35061,2.395,G5 V,37.5,2,0.0,1353.6
HD 47536,0.2,0.91,7.32,1.93,K1 III,122.95,1,0.0,712.13
HD 48265,0.211,1.31,1.525,1.814,G5 IV/V,90.78,1,0.0,778.51
HD 49674,0.09,1.03,0.1,0.06,G5 V,43.09,1,0.0,4.94737
HD 50499,0.266,1.25,1.636,3.833,G1 V,46.35,2,0.0,2447.1
HD 50554,0.501,1.04,4.954,2.353,F8,31.19,1,0.0,1293.0
HD 52265,0.27,1.2,1.21,0.52,G0 V,30.01,1,0.0,119.27
HD 60532,0.26,1.5,1.06,0.77,F6 IV,25.99,2,0.0,201.9
HD 60532,0.03,1.5,2.51,1.6,F6 IV,25.99,2,0.0,600.1
HD 62509,0.02,2.1,2.3,1.64,K0 III,10.34,1,0.0,589.64
HD 63454,0.0,0.42,0.25,0.04,K4 V,37.73,1,0.0,2.81805
HD 63765,0.24,0.65,0.53,0.94,G9 V,32.57,1,0.0,358.0
HD 65216,0.27,0.87,1.295,1.301,G5 V,35.16,2,0.0,577.6
HIP 78530,0.0,2.5,23.0,740.0,B9 V,156.7,1,0.0,0.0
Kepler-18,0.0,0.97,0.022,0.0447,0,438.51,3,0.178,3.504725
Kepler-18,0.0,0.97,0.054,0.0752,0,438.51,3,0.49,7.64159
Kepler-18,0.0,0.97,0.052,0.1172,0,438.51,3,0.623,14.85888
Kepler-19,0.12,0.94,0.02643,0.0,0,219.95,3,0.0,9.28716
Kepler-19,0.21,0.94,0.04122,0.0,0,219.95,3,0.0,28.731
Kepler-20,0.03,0.95,0.03052,0.0463,0,284.88,6,0.167,3.69611525
Kepler-20,0.16,0.95,0.04012,0.0949,0,284.88,6,0.272,10.85409089
GQ Lup,0.0,0.7,20.0,100.0,K7e V,151.82,1,3.0,0.0
GU Psc,0.0,0.33,11.3,2000.0,M3,48.0,1,1.265,0.0
HN Peg,0.0,1.1,21.9987,773.0,G0 IV-V,18.13,1,1.051,0.0
NN Ser,0.08,0.54,7.33,5.35,WD,500.0,2,0.0,5573.55
NN Ser,0.19,0.54,2.3,3.43,WD,500.0,2,0.0,2883.5
NY Vir,0.15,0.0,2.66,0.0,0,551.99,2,0.0,3160.0
RR Cae,0.0,0.44,4.2,5.3,M,21.2,1,0.0,4343.5
UZ For,0.04,0.7,6.3,5.9,0,239.6,2,0.0,5840.0
UZ For,0.05,0.7,7.7,2.8,0,239.6,2,0.0,1916.25
alf Ari,0.25,1.5,1.8,1.2,K1 IIIb,20.21,1,0.0,380.8
bet Cnc,0.08,1.7,7.8,1.7,K4 III,90.54,1,0.0,605.2
bet Pic,0.08,1.76,0.0,9.1,A5 V,19.75,2,0.0,7665.0
bet UMi,0.19,1.4,6.1,1.4,K4 III,38.78,1,0.0,522.3
eps Eri,0.07,0.78,0.78,0.0,K2 V,3.22,1,0.0,2690.0
eps CrB,0.11,1.7,6.7,1.3,K2 III,69.98,1,0.0,417.9
eps Tau,0.151,2.7,7.6,1.93,K0 III,49.23,1,0.0,594.9
gam 1 Leo,0.144,1.23,8.78,1.19,K1 IIIb Fe-0.5,38.52,1,0.0,428.5
gam Cep,0.049,1.4,1.85,2.05,K1 IV,13.54,1,0.0,903.3
Kepler-156,0.0,0.0,0.0,0.117,0,449.22,2,0.227,15.906801
Kepler-157,0.0,0.0,0.0,0.028,0,791.27,3,0.118,1.732342
Kepler-157,0.0,0.0,0.0,0.11,0,791.27,3,0.2,13.5405
Kepler-158,0.0,0.0,0.0,0.111,0,318.06,2,0.189,16.709184
Kepler-158,0.0,0.0,0.0,0.158,0,318.06,2,0.17,28.551383
Kepler-159,0.0,0.0,0.0,0.082,M0 V,377.79,2,0.212,10.139623
Kepler-159,0.0,0.0,0.0,0.218,M0 V,377.79,2,0.304,43.595792
Kepler-160,0.0,0.0,0.0,0.05511,0,962.92,3,0.153,4.309397
Kepler-160,0.0,0.0,0.0,0.1192,0,962.92,3,0.335,13.699429
Kepler-161,0.0,0.0,0.0,0.054,0,440.15,2,0.189,4.921355
Kepler-161,0.0,0.0,0.0,0.068,0,440.15,2,0.183,7.06424
Kepler-162,0.0,0.0,0.0,0.069,0,877.01,2,0.112,6.919798
Kepler-162,0.0,0.0,0.0,0.137,0,877.01,2,0.27,19.446355
Kepler-163,0.0,0.0,0.0,0.078,0,703.69,2,0.094,7.810937
Kepler-163,0.0,0.0,0.0,0.152,0,703.69,2,0.202,21.347262
Kepler-164,0.0,0.0,0.0,0.058,0,914.18,3,0.126,5.03503
Kepler-164,0.0,0.0,0.0,0.097,0,914.18,3,0.244,10.945723
Kepler-164,0.0,0.0,0.0,0.187,0,914.18,3,0.219,28.986769
HD 65216,0.17,0.87,2.03,5.75,G5 V,35.16,2,0.0,5370.0
HD 66141,0.07,1.1,6.0,1.2,K2 III,68.16,1,0.0,480.5
HD 66428,0.493,1.08,3.204,3.467,G8 IV (+ G),53.36,1,0.0,2263.12
HD 67087,0.17,1.36,3.06,1.08,F8 V,76.69,2,0.0,352.2
HD 67087,0.76,1.36,4.85,3.86,F8 V,76.69,2,0.0,2374.0
HD 68988,0.12,1.28,1.97,0.07,G2 V,60.95,1,0.0,6.27711
HD 69830,0.1,0.86,0.0321,0.0785,K0 V,12.56,3,0.0,8.667
HD 69830,0.13,0.86,0.0371,0.186,K0 V,12.56,3,0.0,31.56
HD 69830,0.07,0.86,0.057,0.63,K0 V,12.56,3,0.0,197.0
HD 70573,0.4,1.0,6.1,1.76,G1-1.5 V,45.7,1,0.0,851.8
HD 70642,0.175,1.08,1.993,3.318,G5,29.3,1,0.0,2124.54
HD 72659,0.22,1.43,3.85,4.75,G2 V,51.97,1,0.0,3658.0
HD 73267,0.23,0.9,3.097,2.187,G5 V,54.91,1,0.0,1245.36
HD 73526,0.19,1.14,3.08,0.65,G6 V,97.51,2,0.0,188.3
HD 73526,0.28,1.14,2.25,1.03,G6 V,97.51,2,0.0,379.1
HD 73534,0.126,1.16,1.112,2.99,G5,83.53,1,0.0,1750.0
HD 74156,0.627,1.24,1.8,0.292,G0,64.6,2,0.0,51.645
HD 74156,0.432,1.24,8.06,3.85,G0,64.6,2,0.0,2473.0
Kepler-20,0.0,0.95,0.03168,0.3506,0,284.88,6,0.245,77.61130017
Kepler-20,0.0,0.95,0.0,0.0639,0,284.88,6,0.077,6.09852281
Kepler-20,0.0,0.95,0.0,0.1396,0,284.88,6,0.089,19.57758478
Kepler-21,0.02,1.41,0.01598,0.042717,F6 IV,108.86,1,0.146,2.78578
Kepler-22,0.0,0.97,0.113,0.849,G5 V,190.0,1,0.212,289.8623
Kepler-23,0.0,0.0,0.8,0.075,0,856.34,3,0.17,7.1073
Kepler-23,0.0,0.0,2.7,0.099,0,856.34,3,0.285,10.7421
Kepler-23,0.0,0.0,0.0,0.124,0,856.34,3,0.196,15.274299
Kepler-24,0.0,0.0,1.6,0.08,0,1195.99,4,0.214,8.1453
Kepler-24,0.0,0.0,1.6,0.106,0,1195.99,4,0.25,12.3335
Kepler-24,0.0,0.0,0.0,0.051,0,1195.99,4,0.149,4.244384
Kepler-24,0.0,0.0,0.0,0.138,0,1195.99,4,0.248,18.998355
Kepler-25,0.0029,1.19,0.0275,0.0,0,244.96,3,0.245,6.238297
Kepler-25,0.0061,1.19,0.0479,0.0,0,244.96,3,0.465,12.7207
Kepler-25,0.13,1.19,0.226,0.0,0,244.96,3,0.0,122.4
Kepler-26,0.0,0.54,0.01611,0.0,M0 V,338.55,4,0.248,12.28
Kepler-26,0.0,0.54,0.01951,0.0,M0 V,338.55,4,0.243,17.2559
Kepler-26,0.0,0.54,0.0,0.039,M0 V,338.55,4,0.095,3.543919
Kepler-110,0.0,0.0,0.0,0.198,0,596.52,2,0.197,31.719775
Kepler-111,0.0,0.0,0.0,0.046,0,669.92,2,0.141,3.341815
Kepler-75,0.57,0.91,10.1,0.0818,K0 V,855.5,1,1.05,8.8849116
Kepler-76,0.0,1.2,2.01,0.0274,F,842.87,1,1.36,1.5449298
Kepler-77,0.0,0.95,0.43,0.04501,G5 V,570.0,1,0.96,3.57878087
Kepler-78,0.0,0.84,0.00619,0.0,G,124.82,1,0.1,0.35500744
Kepler-79,0.015,1.17,0.0343,0.117,0,1051.43,4,0.31,13.4845
Kepler-79,0.03,1.17,0.019,0.187,0,1051.43,4,0.332,27.4029
Kepler-79,0.025,1.17,0.019,0.287,0,1051.43,4,0.639,52.0902
Kepler-79,0.012,1.17,0.013,0.386,0,1051.43,4,0.311,81.0659
Kepler-80,0.0,0.73,0.0218,0.0648,K5,357.0,6,0.238,7.05246
Kepler-80,0.0,0.73,0.02121,0.0792,K5,357.0,6,0.244,9.52355
Kepler-80,0.0,0.73,0.02124,0.0372,K5,357.0,6,0.136,3.07222
Kepler-111,0.0,0.0,0.0,0.761,0,669.92,2,0.651,224.784608
Kepler-112,0.0,0.0,0.0,0.076,0,520.9,2,0.211,8.408878
Kepler-112,0.0,0.0,0.0,0.172,0,520.9,2,0.214,28.574263
Kepler-113,0.0,0.75,0.037,0.0,0,264.35,2,0.162,4.754
Kepler-113,0.0,0.75,0.02737,0.0,0,264.35,2,0.194,8.92507
Kepler-114,0.0,0.0,0.0,0.053,M0 V,261.49,3,0.112,5.188549
Kepler-165,0.0,0.0,0.0,0.072,0,570.07,2,0.207,8.180848
Kepler-165,0.0,0.0,0.0,0.11,0,570.07,2,0.199,15.31299
Kepler-166,0.0,0.0,0.0,0.072,0,614.16,3,0.203,7.650254
Kepler-166,0.0,0.0,0.0,0.195,0,614.16,3,0.212,34.260281
Kepler-167,0.0,0.77,0.0,0.0483,K4,330.0,4,0.144,4.3931632
Kepler-167,0.0,0.77,0.0,0.0684,K4,330.0,4,0.138,7.406114
Kepler-168,0.0,0.0,0.0,0.056,0,1396.0,2,0.13,4.425391
Kepler-168,0.0,0.0,0.0,0.116,0,1396.0,2,0.24,13.193242
Kepler-169,0.0,0.0,0.0,0.04,0,411.34,5,0.101,3.250619
Kepler-169,0.0,0.0,0.0,0.062,0,411.34,5,0.108,6.195469
Kepler-169,0.0,0.0,0.0,0.075,0,411.34,5,0.112,8.348125
Kepler-169,0.0,0.0,0.0,0.105,0,411.34,5,0.196,13.767102
Kepler-169,0.0,0.0,0.0,0.359,0,411.34,5,0.23,87.090195
Kepler-170,0.0,0.0,0.0,0.08,0,754.64,2,0.285,7.930592
Kepler-170,0.0,0.0,0.0,0.131,0,754.64,2,0.255,16.665863
Kepler-171,0.0,0.0,0.0,0.05,0,885.43,3,0.209,4.166972
Kepler-171,0.0,0.0,0.0,0.098,0,885.43,3,0.228,11.463462
Kepler-171,0.0,0.0,0.0,0.223,0,885.43,3,0.169,39.595519
HD 75289,0.03,1.29,0.49,0.05,G0,29.14,1,0.0,3.50927
HD 75784,0.097,1.26,1.0,1.032,G5,85.64,2,0.0,341.2
HD 75898,0.11,1.26,2.71,1.191,G0,78.23,1,0.0,422.9
HD 76700,0.09,0.99,0.21,0.05,G6 V,60.99,1,0.0,3.97097
HD 77338,0.09,1.37,0.06,0.06,K0 IV,46.0,1,0.0,5.7361
HD 79498,0.575,1.08,1.34,2.98,G5,49.02,1,0.0,1807.0
HD 80606,0.93,1.15,4.38,0.0,G5,66.6,1,1.07,111.4367
HD 81040,0.53,1.05,7.27,1.94,G2/G3,34.47,1,0.0,1001.70001
HD 81688,0.0,2.1,2.7,0.81,G5,85.92,1,0.0,184.02
HD 82943,0.162,1.2,1.681,1.18306,G2/3 V,27.61,2,0.0,441.47
HD 82943,0.3663,1.2,1.959,0.74345,G2/3 V,27.61,2,0.0,220.078
HD 82886,0.07,2.53,2.33,1.58,G0,127.52,1,0.0,705.0
HD 83443,0.01,0.79,0.34,0.04,K0/1 V + G (III),40.95,1,0.0,2.9857
HD 85390,0.5,0.76,0.099,1.373,K1 V,33.56,1,0.0,799.52
HD 85512,0.11,0.43,0.01,0.26,K5 V,11.28,1,0.0,58.43
HD 86081,0.0119,1.21,1.48,0.0346,F8,104.24,1,0.0,2.1378431
HD 86226,0.059,1.02,0.45,2.73,G1 V,45.57,2,0.0,1628.0
HD 86264,0.7,1.42,7.0,2.86,F7 V,67.94,1,0.0,1475.0
Kepler-26,0.0,0.54,0.0,0.22,M0 V,338.55,4,0.215,46.827915
Kepler-27,0.0,0.65,9.11,0.118,0,1075.1,2,0.357,15.3348
Kepler-27,0.0,0.65,13.8,0.191,0,1075.1,2,0.437,31.3309
Kepler-28,0.0,0.75,1.51,0.062,M0 V,443.92,2,0.321,5.9123
Kepler-28,0.0,0.75,1.36,0.081,M0 V,443.92,2,0.303,8.9858
Kepler-29,0.0,0.76,0.01573,0.0,0,851.9,2,0.227,10.33974
Kepler-29,0.0,0.76,0.01416,0.0,0,851.9,2,0.209,13.28613
Kepler-30,0.042,0.99,0.036,0.18,0,938.33,3,0.348,29.33434
Kepler-30,0.0111,0.99,2.01,0.3,0,938.33,3,1.097,60.323105
Kepler-30,0.022,0.99,0.073,0.5,0,938.33,3,0.785,143.34394
Kepler-31,0.0,1.21,0.0,0.16,0,1747.58,3,0.491,20.8613
Kepler-31,0.0,1.21,4.7,0.26,0,1747.58,3,0.473,42.6318
Kepler-31,0.0,1.21,6.8,0.4,0,1747.58,3,0.348,87.6451
Kepler-32,0.0,0.58,4.1,0.05,M1 V,326.85,5,0.196,5.90124
Kepler-32,0.0,0.58,0.5,0.09,M1 V,326.85,5,0.178,8.7522
Kepler-32,0.0,0.58,0.0,0.13,M1 V,326.85,5,0.241,22.7802
Kepler-32,0.0,0.58,0.0,0.033,M1 V,326.85,5,0.134,2.896
Kepler-32,0.0,0.58,0.0,0.013,M1 V,326.85,5,0.073,0.74296
51 Peg,0.013,1.12,0.472,0.0527,G2.5 IV,15.47,1,0.0,4.230785
55 Cnc,0.0,0.91,0.8036,0.1134,G8 V,12.59,5,0.0,14.6516
55 Cnc,0.03,0.91,0.1611,0.2373,G8 V,12.59,5,0.0,44.3989
55 Cnc,0.13,0.91,3.12,5.957,G8 V,12.59,5,0.0,5574.2
55 Cnc,0.05,0.91,0.02514,0.01544,G8 V,12.59,5,0.167,0.7365474
55 Cnc,0.08,0.91,0.1503,0.7708,G8 V,12.59,5,0.0,259.88
61 Vir,0.12,0.94,0.016,0.050201,G5 V,8.51,3,0.0,4.215
61 Vir,0.14,0.94,0.057,0.2175,G5 V,8.51,3,0.0,38.021
61 Vir,0.35,0.94,0.072,0.476,G5 V,8.51,3,0.0,123.01
70 Vir,0.3988,1.09,7.416,0.481,G4 V,17.91,1,0.0,116.688
75 Cet,0.117,2.49,3.0,2.1,G3 III,83.15,1,0.0,691.9
81 Cet,0.206,2.4,5.3,2.5,G5 III,101.53,1,0.0,952.7
91 Aqr,0.027,1.4,3.2,0.7,K0 III,44.08,1,0.0,181.4
AB Pic,0.0,0.0,13.5,260.0,K2 V,50.12,1,0.0,0.0
CT Cha,0.0,0.0,17.0,440.0,K5e,165.0,1,2.2,0.0
DH Tau,0.0,0.33,11.0,330.0,M0.5,140.0,1,0.0,0.0
DP Leo,0.39,0.0,6.05,8.19,0,305.06,1,0.0,10220.0
FU Tau,0.0,0.05,16.0,800.0,M7.25,140.0,1,0.0,0.0
Kepler-172,0.0,0.0,0.0,0.04,0,848.56,4,0.21,2.940309
Kepler-172,0.0,0.0,0.0,0.068,0,848.56,4,0.255,6.388996
Kepler-172,0.0,0.0,0.0,0.118,0,848.56,4,0.201,14.627119
Kepler-172,0.0,0.0,0.0,0.211,0,848.56,4,0.246,35.118736
Kepler-173,0.0,0.0,0.0,0.048,0,853.39,2,0.115,4.263742
Kepler-173,0.0,0.0,0.0,0.074,0,853.39,2,0.217,8.005777
Kepler-174,0.0,0.0,0.0,0.1,0,389.07,3,0.175,13.98179
Kepler-174,0.0,0.0,0.0,0.214,0,389.07,3,0.133,44.000529
Kepler-174,0.0,0.0,0.0,0.677,0,389.07,3,0.195,247.35373
Kepler-175,0.0,0.0,0.0,0.105,0,1363.39,2,0.228,11.903515
Kepler-175,0.0,0.0,0.0,0.213,0,1363.39,2,0.277,34.035257
Kepler-176,0.0,0.0,0.0,0.058,0,535.4,4,0.128,5.433074
Kepler-176,0.0,0.0,0.0,0.102,0,535.4,4,0.232,12.759712
Kepler-176,0.0,0.0,0.0,0.163,0,535.4,4,0.224,25.751974
Kepler-177,0.0,0.92,0.01837,0.0,0,1497.42,2,0.312,35.8601
Kepler-177,0.0,0.92,0.04625,0.0,0,1497.42,2,0.779,49.40926
Kepler-178,0.0,0.0,0.0,0.085,0,731.04,3,0.259,9.576694
Kepler-178,0.0,0.0,0.0,0.142,0,731.04,3,0.257,20.552802
HD 87883,0.53,0.66,1.54,3.58,K2.5 V,18.3,1,0.0,2754.0
HD 88133,0.031,1.26,0.2845,0.0479,G5,73.77,1,0.0,3.414884
HD 89307,0.2,1.27,2.11,3.27,G0,32.04,1,0.0,2166.0
HD 89744,0.677,1.86,8.35,0.917,F7 V,38.68,1,0.0,256.78
HD 90156,0.31,0.84,0.057,0.25,G5 V,21.96,1,0.0,49.77
HD 92788,0.35,1.15,3.76,0.97,G6 V,34.69,2,0.0,325.803
HD 93083,0.14,0.7,0.37,0.477,K3 V,28.54,1,0.0,143.58
HD 95086,0.0,1.6,5.0,55.7,A8 III,86.44,1,0.0,0.0
HD 95089,0.119,1.54,1.26,1.36,G8/K0 IV,137.46,2,0.0,464.4
HD 95127,0.11,3.7,10.63,1.28,K0,689.75,1,0.0,482.0
HD 96063,0.17,1.37,1.27,1.11,G6 V,140.62,1,0.0,362.5
HD 96167,0.685,1.27,0.717,1.332,G5,85.51,1,0.0,498.04
HD 96127,0.3,10.94,20.96,1.42,K2 III,597.42,1,0.0,647.29999
HD 97658,0.06,0.89,0.02795,0.0,K1,21.58,1,0.21,9.4909
HD 98219,0.079,1.41,1.964,1.26,K0 III/IV,114.07,1,0.0,433.8
HD 98649,0.86,1.03,6.79,6.57,G3/G5 V,42.22,1,0.0,6022.9725
HD 99109,0.09,0.76,0.44,1.11,G8/K0 IV,54.88,1,0.0,439.29999
HD 99492,0.25,0.48,0.07,0.12,K2/4,18.21,1,0.0,17.0431
Kepler-33,0.0,1.29,0.0,0.0677,0,1252.84,5,0.155,5.66793
Kepler-33,0.0,1.29,0.0,0.1189,0,1252.84,5,0.285,13.17562
HIP 79431,0.29,0.42,2.1,0.36,M3 V,14.54,1,0.0,111.7
HIP 91258,0.02,0.97,1.09,0.06,G5 V,45.95,1,0.0,5.0505
HIP 97233,0.61,1.93,20.0,2.55,K0,102.58,1,0.0,1058.8
HIP 105854,0.02,2.1,8.2,0.81,K2 III,78.8,1,0.0,184.2
HIP 116454,0.2,0.81,0.04,0.0,K1,62.56,1,0.22,9.1205
HR 810,0.14,1.34,2.27,0.92,G0 V,17.33,1,0.0,302.79999
HR 8799,0.0,0.0,7.0,68.0,A5,39.4,4,1.2,170000.0
HR 8799,0.0,0.0,10.0,38.0,A5,39.4,4,1.2,69000.0
HR 8799,0.0,0.0,10.0,24.0,A5,39.4,4,1.2,37000.0
HR 8799,0.15,0.0,10.0,16.4,A5,39.4,4,1.17,0.0
K2-3,0.0,0.6,0.02039,0.0,M0.0&plusmn;0.5 V,45.0,3,0.0,10.054626
K2-3,0.0,0.6,0.00673,0.0,M0.0&plusmn;0.5 V,45.0,3,0.0,24.646582
K2-3,0.0,0.6,0.00881,0.0,M0.0&plusmn;0.5 V,45.0,3,0.0,44.55646
KELT-1,0.0099,1.32,27.23,0.02466,0,262.0,1,1.11,1.217514
KELT-2 A,0.0,1.54,1.7,0.0,F8,134.57,1,1.35,4.11379
KELT-3,0.0,1.96,1.94,0.0,0,211.35,1,1.56,2.70339
kap CrB,0.167,1.5,1.811,2.65,K0 III-IV,30.09,1,0.0,1285.0
kap And,0.0,2.6,13.616,55.0,B9 IV,50.06,1,0.0,0.0
mu Leo,0.09,1.5,2.4,1.1,K2 III,32.63,1,0.0,357.8
nu Oph,0.124,2.7,22.206,1.79,K0 III,46.2,2,0.0,530.21
nu Oph,0.18,2.7,24.662,5.931,K0 III,46.2,2,0.0,3184.83
ome Ser,0.106,2.17,1.7,1.1,G8 III,76.91,1,0.0,277.02
omi CrB,0.191,2.13,1.5,0.83,K0,84.99,1,0.0,187.83
omi UMa,0.13,3.09,4.1,3.9,G5 III,60.5,1,0.0,1630.0
tau Boo,0.011,1.34,4.32,0.049,F7 V,15.66,1,0.0,3.3124568
tau Gem,0.031,2.3,20.6,1.17,K2 III,112.64,1,0.0,305.5
ups And,0.0215,1.3,0.6876,0.059222,F8 V,13.41,3,0.0,4.617033
ups And,0.2596,1.3,1.981,0.827774,F8 V,13.41,3,0.0,241.258
ups And,0.2987,1.3,4.132,2.51329,F8 V,13.41,3,0.0,1276.46
xi Aql,0.0,2.2,2.8,0.68,G9 III,56.27,1,0.0,136.75
Kapteyn,0.23,0.28,0.022,0.311,M0 V,3.93,1,0.0,121.54
1RXS J160929.1-210524,0.0,0.85,8.0,330.0,K7 V,145.0,1,0.0,0.0
2MASS J01225093-2439505,0.0,0.4,24.5,52.0,M3.5 V,36.0,1,0.0,0.0
2MASS J02192210-3925225,0.0,0.11,13.9,156.0,M6,39.4,1,1.44,0.0
Kepler-178,0.0,0.0,0.0,0.397,0,731.04,3,0.352,96.678988
Kepler-179,0.0,0.0,0.0,0.036,0,616.39,2,0.146,2.735926
Kepler-179,0.0,0.0,0.0,0.064,0,616.39,2,0.178,6.40013
Kepler-180,0.0,0.0,0.0,0.109,0,709.83,2,0.134,13.817124
Kepler-180,0.0,0.0,0.0,0.229,0,709.83,2,0.269,41.885775
Kepler-181,0.0,0.0,0.0,0.04,0,620.09,2,0.113,3.137873
Kepler-181,0.0,0.0,0.0,0.049,0,620.09,2,0.178,4.302149
Kepler-182,0.0,0.0,0.0,0.096,0,1621.79,2,0.23,9.825792
Kepler-182,0.0,0.0,0.0,0.157,0,1621.79,2,0.306,20.684342
Kepler-183,0.0,0.0,0.0,0.064,0,1082.6,2,0.184,5.687945
Kepler-183,0.0,0.0,0.0,0.103,0,1082.6,2,0.203,11.637071
Kepler-184,0.0,0.0,0.0,0.092,0,621.24,3,0.211,10.687576
Kepler-184,0.0,0.0,0.0,0.141,0,621.24,3,0.176,20.303005
Kepler-184,0.0,0.0,0.0,0.179,0,621.24,3,0.222,29.022358
Kepler-185,0.0,0.0,0.0,0.026,0,473.07,2,0.104,1.6329
Kepler-185,0.0,0.0,0.0,0.139,0,473.07,2,0.18,20.729042
Kepler-186,0.0,0.54,0.0,0.0343,M1,172.0,5,0.095,3.8867907
Kepler-186,0.0,0.54,0.0,0.0451,M1,172.0,5,0.112,7.267302
HD 99706,0.25,1.46,1.23,1.98,K0,147.21,2,0.0,841.0
HD 100546,0.0,2.4,0.0,53.0,B9 Vne,110.02,1,6.9,0.0
HD 100655,0.09,2.28,1.61,0.68,G9 III,137.72,1,0.0,157.57001
HD 100777,0.36,0.83,1.03,1.03,G8 V,49.6,1,0.0,383.70001
HD 101930,0.11,0.57,0.25,0.3,K1 V,30.05,1,0.0,70.46
HD 102117,0.12,1.06,0.17,0.15,G6 V,39.62,1,0.0,20.8133
HD 102195,0.0,0.76,0.41,0.05,K0 V,29.36,1,0.0,4.11377
HD 102272,0.05,1.45,4.94,0.51,K0,350.01,1,0.0,127.58
HD 102365,0.34,0.85,0.05,0.46,G3/5 V,9.29,1,0.0,122.1
HD 102329,0.21,3.21,8.16,1.81,K0 III,218.42,2,0.0,778.09998
HD 102956,0.037,1.66,0.96,0.0807,G5,122.32,1,0.0,6.4947
HD 103197,0.0,0.8,0.09,0.25,K1 V(P),57.24,1,0.0,47.84
HD 103720,0.086,0.79,0.62,0.0498,K3 V,41.6,1,0.0,4.5557
HD 103774,0.09,1.33,0.367,0.07,F5 V,56.5,1,0.0,5.8881
HD 104067,0.0,0.62,0.16,0.26,K2 V,20.38,1,0.0,55.806
HD 104985,0.09,2.3,8.3,0.95,G9 III,100.86,1,0.0,199.505
HD 106252,0.48,1.01,6.93,2.61,G0,38.23,1,0.0,1531.0
HD 106270,0.185,1.39,10.13,3.34,G5 IV,94.06,1,0.0,1888.0
KELT-6,0.22,1.42,0.52,0.0,F8,242.39,2,1.3,7.8457
TrES-2,0.0,1.36,1.49,0.0,G0 V,216.66,1,1.36,2.47063
HAT-P-7,0.0,1.56,1.84,0.0,0,344.46,1,1.51,2.20474
HAT-P-11,0.218,0.81,0.07362,0.05254,K4,37.81,2,0.389,4.88780244
Kepler-4,0.0,1.22,0.077,0.0456,0,550.0,1,0.357,3.21346
Kepler-5,0.0,1.37,2.111,0.0538,0,923.41,1,1.426,3.5484657
Kepler-6,0.0,1.21,0.668,0.04852,0,597.14,1,1.304,3.2346996
Kepler-7,0.0,1.36,0.441,0.06067,0,947.46,1,1.622,4.8854892
Kepler-8,0.0,1.21,0.59,0.0474,0,1052.9,1,1.416,3.5224991
Kepler-9,0.0609,1.02,0.13655,0.143,0,614.0,3,0.74,19.23891
Kepler-9,0.06691,1.02,0.09408,0.227,0,614.0,3,0.721,38.9853
Kepler-9,0.0,1.02,0.0,0.0273,0,614.0,3,0.146,1.592851
Kepler-10,0.0,0.91,0.0145,0.0172,0,186.5,2,0.132,0.837491
Kepler-10,0.0,0.91,0.02319,0.0,0,186.5,2,0.0,45.2946
Kepler-11,0.045,0.96,0.006,0.091,0,658.59,6,0.161,10.3039
Kepler-11,0.026,0.96,0.009,0.107,0,658.59,6,0.256,13.0241
Kepler-11,0.004,0.96,0.023,0.155,0,658.59,6,0.278,22.6845
Kepler-11,0.012,0.96,0.025,0.195,0,658.59,6,0.374,31.9996
GJ 163,0.073,0.4,0.03335,0.0607,M3.5 V,15.14,3,0.0,8.63182
GJ 163,0.099,0.4,0.0214,0.1254,M3.5 V,15.14,3,0.0,25.63058
GJ 163,0.373,0.4,0.0925,1.0304,M3.5 V,15.14,3,0.0,603.95116
GJ 179,0.21,0.36,0.82,2.41,M3.5 V,12.36,1,0.0,2288.0
GJ 317,0.07,0.42,1.75282,1.151,M2.5 V,15.1,2,0.0,695.66
GJ 328,0.37,0.69,2.3,4.5,M1,20.54,1,0.0,4100.0
GJ 433,0.04,0.48,0.01901,0.062,M1.5 V,9.07,3,0.0,7.3705
GJ 436,0.13827,0.47,0.07,0.0291,M2.5 V,9.76,1,0.372,2.64388312
GJ 504,0.0,1.22,4.0,43.5,G0 V,17.54,1,0.0,0.0
GJ 581,0.0,0.31,0.0497,0.04061,M3 V,6.3,3,0.0,5.3686
GJ 581,0.0,0.31,0.0173,0.0721,M3 V,6.3,3,0.0,12.914
GJ 581,0.0,0.31,0.0053,0.02815,M3 V,6.3,3,0.0,3.149
GJ 649,0.3,0.54,0.328,1.135,M0.5,10.38,1,0.0,598.3
